SN,latitude,longitude,x,y,species,code,dia_cm,height_m,class
8496,27.41769995,85.05859379,308079,3034198,Eugenia Jambolana,,96,24,4
8497,27.42278934,85.0528611,307520,3034771,Hymenodictyon excelsum,,77,22,4
8498,27.42441639,85.05379471,307616,3034950,Lagerstroemia parviflora,,72,16,2
8499,27.42430915,85.05470785,307706,3034937,Michelia champaca,,88,19,4
8500,27.41877459,85.06133486,308351,3034313,Pinus roxburghii,,76,18,4
8501,27.42473957,85.05924857,308155,3034977,Pinus wallichiana,,69,25,4
8502,27.41733606,85.05907861,308126,3034157,Quercus spp,,20,18,4
8503,27.42075597,85.05338579,307569,3034545,Schima wallichii,,66,15,4
8504,27.41731181,85.05641737,307863,3034159,Shorea robusta,,78,20,4
8505,27.42523237,85.05416089,307653,3035040,Terminalia alata,,50,15,1
8506,27.42488334,85.05499587,307735,3035000,Trewia nudiflora,,68,16,1
8507,27.42472637,85.05467212,307703,3034983,Tsuga spp,,62,26,1
8508,27.4170807,85.05814849,308033,3034130,Terai spp,,40,29,4
8509,27.42046065,85.05611313,307838,3034508,Hill spp,,13,25,3
8510,27.42279737,85.05482908,307715,3034769,Abies spp,,60,20,1
8511,27.42180055,85.05489476,307720,3034658,Acacia catechu,,85,23,2
8512,27.41878598,85.06308203,308524,3034312,Adina cardifolia,,55,27,1
8513,27.42573975,85.05505658,307743,3035095,Albizia spp,,77,30,2
8514,27.41928968,85.05860972,308083,3034374,Alnus nepalensis,,24,16,3
8515,27.42506609,85.0560611,307841,3035018,Anogeissus latifolia,,83,28,1
8516,27.42610503,85.05722323,307958,3035132,Bombax ceiba,,38,20,4
8517,27.42642227,85.05723108,307959,3035167,Cedrela toona,,30,17,4
8518,27.42049077,85.05496218,307724,3034513,Abies spp,,91,27,4
8519,27.41993762,85.06147279,308367,3034442,Acacia catechu,,81,15,1
8520,27.42055112,85.05465037,307694,3034520,Adina cardifolia,,69,24,3
8521,27.41954091,85.05697616,307922,3034405,Albizia spp,,58,23,1
8522,27.41897283,85.06272518,308489,3034333,Alnus nepalensis,,52,24,4
8523,27.42359079,85.05970165,308198,3034849,Anogeissus latifolia,,62,20,4
8524,27.42215202,85.05959463,308185,3034690,Bombax ceiba,,20,15,3
8525,27.42243739,85.05492276,307724,3034729,Cedrela toona,,70,20,3
8526,27.42036658,85.05329753,307559,3034502,Dalbergia sissoo,,51,22,4
8527,27.41682478,85.05779602,307998,3034103,Eugenia Jambolana,,62,19,1
8528,27.4195477,85.05858681,308081,3034403,Hymenodictyon excelsum,,57,15,1
8529,27.42053608,85.05674727,307901,3034515,Lagerstroemia parviflora,,37,30,4
8530,27.42237526,85.05968007,308194,3034715,Michelia champaca,,71,19,3
8531,27.42656156,85.05728981,307965,3035182,Pinus roxburghii,,97,27,2
8532,27.42475312,85.05392708,307629,3034987,Pinus wallichiana,,56,24,4
8533,27.42310229,85.05291264,307526,3034806,Quercus spp,,69,28,4
8534,27.42131053,85.05397327,307628,3034606,Schima wallichii,,46,17,1
8535,27.42165719,85.05748713,307976,3034639,Shorea robusta,,48,20,2
8536,27.42019477,85.05324703,307554,3034483,Terminalia alata,,49,20,3
8537,27.4192559,85.05624768,307849,3034374,Trewia nudiflora,,99,29,2
8538,27.42205646,85.05725664,307954,3034683,Tsuga spp,,58,30,4
8539,27.42104891,85.05747952,307974,3034571,Terai spp,,57,19,2
8540,27.4227375,85.05955103,308182,3034755,Hill spp,,22,29,1
8541,27.41685584,85.05771146,307990,3034106,Abies spp,,70,25,2
8542,27.42003937,85.05899836,308123,3034457,Acacia catechu,,49,21,1
8543,27.42260868,85.05730141,307959,3034744,Adina cardifolia,,91,27,4
8544,27.42242193,85.05794367,308022,3034723,Albizia spp,,35,22,1
8545,27.4190234,85.05682182,307906,3034348,Alnus nepalensis,,66,29,4
8546,27.4239526,85.05487288,307721,3034897,Anogeissus latifolia,,30,22,2
8547,27.42640045,85.05781856,308017,3035164,Bombax ceiba,,28,30,4
8548,27.42266878,85.05677285,307907,3034752,Cedrela toona,,71,29,1
8549,27.4219671,85.06028336,308253,3034669,Dalbergia sissoo,,53,26,1
8550,27.4226516,85.05314355,307548,3034755,Eugenia Jambolana,,48,18,2
8551,27.41940753,85.06230326,308448,3034382,Hymenodictyon excelsum,,33,29,2
8552,27.4258335,85.05640951,307877,3035103,Lagerstroemia parviflora,,20,16,4
8553,27.42152644,85.05848697,308075,3034622,Michelia champaca,,82,28,1
8554,27.41945232,85.05962341,308183,3034391,Pinus roxburghii,,46,24,1
8555,27.42459645,85.05368252,307605,3034970,Pinus wallichiana,,86,18,2
8556,27.42449063,85.05332634,307569,3034959,Quercus spp,,24,26,4
8557,27.42273275,85.05516459,307748,3034761,Schima wallichii,,66,30,4
8558,27.42325354,85.05555729,307788,3034818,Shorea robusta,,18,24,4
8559,27.42377946,85.05797975,308028,3034873,Terminalia alata,,100,27,2
8560,27.42531216,85.05466725,307703,3035048,Trewia nudiflora,,19,23,2
8561,27.42096575,85.05476156,307705,3034566,Tsuga spp,,20,19,1
8562,27.42309564,85.05460025,307693,3034802,Terai spp,,72,15,1
8563,27.41761882,85.05909361,308128,3034189,Hill spp,,41,29,1
8564,27.42339544,85.05956803,308185,3034828,Abies spp,,100,23,1
8565,27.42545128,85.05886703,308119,3035057,Acacia catechu,,46,22,1
8566,27.42272241,85.05953248,308180,3034753,Adina cardifolia,,19,24,1
8567,27.42290954,85.05361272,307595,3034783,Albizia spp,,12,26,3
8568,27.41940211,85.05878287,308100,3034387,Alnus nepalensis,,96,22,2
8569,27.42434064,85.05307702,307545,3034943,Anogeissus latifolia,,75,30,3
8570,27.4221749,85.05704787,307933,3034697,Bombax ceiba,,43,23,3
8571,27.42083319,85.05464508,307693,3034552,Cedrela toona,,96,30,4
8572,27.41783361,85.05927283,308146,3034212,Abies spp,,52,25,3
8573,27.42462712,85.05518417,307753,3034971,Acacia catechu,,38,25,4
8574,27.42350057,85.05728006,307959,3034843,Adina cardifolia,,23,30,3
8575,27.42101144,85.0558327,307811,3034570,Albizia spp,,41,24,3
8576,27.41918971,85.05695608,307919,3034366,Alnus nepalensis,,25,30,4
8577,27.4174974,85.05867983,308087,3034176,Anogeissus latifolia,,43,30,2
8578,27.42041259,85.05957418,308180,3034497,Bombax ceiba,,24,16,3
8579,27.42130361,85.05498074,307727,3034603,Cedrela toona,,87,24,2
8580,27.41998969,85.06092804,308313,3034448,Dalbergia sissoo,,69,25,2
8581,27.41790265,85.05666051,307888,3034224,Eugenia Jambolana,,90,29,1
8582,27.42360433,85.05603243,307835,3034857,Hymenodictyon excelsum,,35,23,1
8583,27.42303887,85.05263977,307499,3034799,Lagerstroemia parviflora,,32,17,4
8584,27.42304869,85.05704068,307934,3034793,Michelia champaca,,19,24,1
8585,27.4170975,85.05886819,308105,3034131,Pinus roxburghii,,75,30,2
8586,27.42066194,85.05586979,307814,3034531,Pinus wallichiana,,50,26,4
8587,27.42224653,85.05517949,307749,3034707,Quercus spp,,47,22,3
8588,27.42179204,85.05794763,308022,3034653,Schima wallichii,,68,26,3
8589,27.42263759,85.05638904,307869,3034749,Shorea robusta,,85,29,4
8590,27.42364394,85.05919182,308148,3034856,Terminalia alata,,13,26,1
8591,27.42130077,85.05996902,308221,3034595,Trewia nudiflora,,67,28,1
8592,27.42444887,85.05853275,308084,3034946,Tsuga spp,,100,25,1
8593,27.42411771,85.05935968,308165,3034908,Terai spp,,33,25,2
8594,27.42388623,85.05525733,307759,3034889,Hill spp,,85,28,3
8595,27.42432257,85.05343424,307580,3034940,Abies spp,,71,15,3
8596,27.42587235,85.05468767,307706,3035110,Acacia catechu,,70,16,4
8597,27.42290774,85.05228518,307464,3034785,Adina cardifolia,,49,21,3
8598,27.42633777,85.05524413,307762,3035161,Albizia spp,,53,21,3
8599,27.42543687,85.05446588,307684,3035062,Alnus nepalensis,,71,18,1
8600,27.42232247,85.05185046,307420,3034721,Anogeissus latifolia,,54,29,1
8601,27.42553249,85.05602148,307838,3035070,Bombax ceiba,,12,23,2
8602,27.41919094,85.06097082,308316,3034360,Cedrela toona,,82,20,1
8603,27.41873195,85.05574052,307798,3034317,Dalbergia sissoo,,100,18,2
8604,27.42470158,85.05393925,307630,3034981,Eugenia Jambolana,,18,16,1
8605,27.42119601,85.05768448,307995,3034587,Hymenodictyon excelsum,,93,28,3
8606,27.42273487,85.05653889,307884,3034759,Lagerstroemia parviflora,,31,18,3
8607,27.41852656,85.06000694,308220,3034288,Michelia champaca,,43,15,4
8608,27.41917006,85.06083765,308303,3034358,Pinus roxburghii,,100,23,1
8609,27.42195345,85.0539984,307631,3034677,Pinus wallichiana,,67,22,4
8610,27.42465489,85.05415173,307651,3034976,Quercus spp,,99,29,1
8611,27.42333475,85.05293508,307529,3034831,Schima wallichii,,36,16,3
8612,27.41888885,85.0628067,308497,3034324,Shorea robusta,,57,18,3
8613,27.42278196,85.05312819,307547,3034770,Terminalia alata,,92,28,4
8614,27.41843593,85.05822438,308043,3034280,Trewia nudiflora,,44,28,2
8615,27.42149622,85.05895932,308121,3034618,Tsuga spp,,55,17,4
8616,27.41942554,85.05878279,308100,3034389,Terai spp,,46,26,4
8617,27.4218488,85.05934243,308160,3034657,Hill spp,,23,23,4
8618,27.42167776,85.05659092,307887,3034642,Abies spp,,32,20,1
8619,27.42638171,85.0569902,307935,3035163,Acacia catechu,,66,16,2
8620,27.42071505,85.05310819,307541,3034541,Adina cardifolia,,63,19,2
8621,27.4215639,85.06039737,308264,3034624,Albizia spp,,41,20,2
8622,27.41815393,85.05598577,307821,3034253,Alnus nepalensis,,77,21,2
8623,27.42088515,85.05743336,307969,3034553,Anogeissus latifolia,,33,21,4
8624,27.4189937,85.05808107,308030,3034342,Bombax ceiba,,14,24,4
8625,27.41954149,85.06174399,308393,3034398,Cedrela toona,,82,20,2
8626,27.41844508,85.05811996,308033,3034282,Abies spp,,15,18,3
8627,27.42342628,85.05390096,307624,3034840,Acacia catechu,,78,24,2
8628,27.41837704,85.05931982,308151,3034272,Adina cardifolia,,62,27,3
8629,27.42482453,85.05449419,307685,3034994,Albizia spp,,97,20,2
8630,27.4214377,85.05410411,307641,3034619,Alnus nepalensis,,35,24,2
8631,27.42351591,85.05363969,307599,3034850,Anogeissus latifolia,,11,29,3
8632,27.41887526,85.06185512,308403,3034324,Bombax ceiba,,47,16,3
8633,27.42578132,85.05440355,307678,3035100,Cedrela toona,,27,18,1
8634,27.42483775,85.05473795,307710,3034995,Dalbergia sissoo,,23,22,4
8635,27.42317661,85.05826103,308055,3034806,Eugenia Jambolana,,58,25,1
8636,27.41845716,85.05549809,307774,3034287,Hymenodictyon excelsum,,86,24,4
8637,27.42100964,85.05841405,308066,3034565,Lagerstroemia parviflora,,100,15,3
8638,27.42272359,85.052523,307487,3034764,Michelia champaca,,36,26,1
8639,27.42381457,85.05775111,308006,3034877,Pinus roxburghii,,11,28,3
8640,27.41752245,85.0593395,308152,3034178,Pinus wallichiana,,39,16,4
8641,27.42359113,85.05335805,307571,3034859,Quercus spp,,18,22,1
8642,27.41942571,85.05563391,307789,3034394,Schima wallichii,,34,26,1
8643,27.42273457,85.05418511,307651,3034763,Shorea robusta,,36,17,4
8644,27.42359155,85.05380759,307615,3034859,Terminalia alata,,71,28,2
8645,27.41945907,85.06235093,308453,3034387,Trewia nudiflora,,15,29,3
8646,27.4195324,85.05593853,307819,3034405,Tsuga spp,,86,16,2
8647,27.42177233,85.05681358,307910,3034652,Terai spp,,22,29,2
8648,27.42433105,85.05385551,307621,3034940,Hill spp,,65,21,3
8649,27.42207808,85.0566433,307893,3034686,Abies spp,,20,26,4
8650,27.42694982,85.0568945,307926,3035226,Acacia catechu,,63,25,2
8651,27.42072929,85.0586926,308094,3034534,Adina cardifolia,,43,23,3
8652,27.41823807,85.05918194,308138,3034257,Albizia spp,,17,30,4
8653,27.41704019,85.05769229,307988,3034127,Abies spp,,65,26,2
8654,27.42184698,85.05471154,307702,3034664,Acacia catechu,,22,24,1
8655,27.42370634,85.05804392,308035,3034865,Adina cardifolia,,39,30,2
8656,27.42089544,85.0543799,307667,3034559,Albizia spp,,52,19,1
8657,27.42217512,85.06034817,308260,3034692,Alnus nepalensis,,13,29,4
8658,27.42385047,85.05389942,307625,3034887,Anogeissus latifolia,,59,25,1
8659,27.42087881,85.05747594,307973,3034552,Bombax ceiba,,49,16,3
8660,27.41911714,85.05620684,307845,3034359,Cedrela toona,,37,25,1
8661,27.42222151,85.05546268,307777,3034704,Dalbergia sissoo,,44,19,3
8662,27.42412232,85.0561509,307848,3034914,Eugenia Jambolana,,97,28,2
8663,27.42320778,85.05739094,307969,3034810,Hymenodictyon excelsum,,26,17,3
8664,27.41882356,85.06054642,308274,3034320,Lagerstroemia parviflora,,37,18,4
8665,27.42284218,85.0539579,307629,3034775,Michelia champaca,,65,29,2
8666,27.42470702,85.05425939,307662,3034981,Pinus roxburghii,,31,30,2
8667,27.42483017,85.05932946,308164,3034987,Pinus wallichiana,,55,17,2
8668,27.42458636,85.05953026,308183,3034960,Quercus spp,,84,19,1
8669,27.42058338,85.06107256,308329,3034514,Schima wallichii,,98,16,1
8670,27.41820722,85.05821515,308042,3034255,Shorea robusta,,15,24,3
8671,27.42266698,85.0553545,307767,3034754,Terminalia alata,,11,23,3
8672,27.42228043,85.05593163,307823,3034710,Trewia nudiflora,,19,24,4
8673,27.42517165,85.05384502,307622,3035034,Tsuga spp,,95,26,1
8674,27.4246324,85.05794371,308026,3034967,Terai spp,,36,22,2
8675,27.41709605,85.05688007,307908,3034134,Hill spp,,30,18,3
8676,27.42345922,85.05822363,308052,3034837,Abies spp,,20,16,2
8677,27.42511291,85.05422156,307659,3035026,Acacia catechu,,20,15,4
8678,27.41975676,85.05573411,307799,3034431,Adina cardifolia,,43,20,4
8679,27.41907599,85.05533183,307758,3034356,Albizia spp,,88,20,3
8680,27.417573,85.05728121,307948,3034186,Alnus nepalensis,,97,23,4
8681,27.41884013,85.06281556,308498,3034318,Anogeissus latifolia,,59,16,1
8682,27.42583305,85.05748693,307983,3035101,Bombax ceiba,,31,23,4
8683,27.42074573,85.05657006,307884,3034539,Cedrela toona,,67,23,4
8684,27.42340994,85.05579094,307811,3034835,Dalbergia sissoo,,62,28,1
8685,27.41945202,85.06047598,308268,3034390,Eugenia Jambolana,,92,23,1
8686,27.41928424,85.05709021,307933,3034376,Hymenodictyon excelsum,,93,19,3
8687,27.42445247,85.05785331,308017,3034948,Lagerstroemia parviflora,,40,28,3
8688,27.41672583,85.05836327,308054,3034091,Michelia champaca,,93,24,4
8689,27.41755307,85.05685535,307906,3034185,Pinus roxburghii,,77,28,3
8690,27.42047648,85.05915072,308138,3034505,Pinus wallichiana,,60,26,1
8691,27.41995104,85.05986859,308208,3034446,Quercus spp,,52,30,2
8692,27.42169208,85.05436954,307668,3034647,Schima wallichii,,54,24,1
8693,27.42154266,85.05992214,308216,3034622,Shorea robusta,,25,25,4
8694,27.41850231,85.05730381,307952,3034289,Terminalia alata,,21,15,2
8695,27.41738857,85.05628528,307850,3034167,Trewia nudiflora,,34,16,3
8696,27.42600716,85.05776551,308011,3035120,Tsuga spp,,100,23,1
8697,27.42153754,85.06033338,308257,3034621,Terai spp,,55,25,1
8698,27.42026883,85.06159542,308380,3034478,Hill spp,,17,26,1
8699,27.41921768,85.05849541,308071,3034367,Abies spp,,17,24,1
8700,27.42705374,85.05644427,307882,3035238,Acacia catechu,,86,22,2
8701,27.41921647,85.05645453,307870,3034370,Adina cardifolia,,58,28,4
8702,27.417757,85.05723636,307944,3034207,Albizia spp,,77,21,3
8703,27.4221824,85.05985562,308211,3034693,Alnus nepalensis,,43,16,2
8704,27.41766139,85.05812364,308032,3034195,Anogeissus latifolia,,90,18,2
8705,27.4201901,85.06065845,308287,3034471,Bombax ceiba,,98,30,2
8706,27.42384413,85.05274873,307511,3034888,Cedrela toona,,36,30,2
8707,27.42061729,85.0614161,308363,3034517,Abies spp,,12,28,2
8708,27.42240424,85.05249248,307483,3034729,Acacia catechu,,79,16,2
8709,27.42018759,85.0543243,307661,3034481,Adina cardifolia,,62,17,2
8710,27.41981949,85.05756917,307981,3034435,Albizia spp,,91,28,1
8711,27.41779228,85.05852059,308071,3034209,Alnus nepalensis,,70,24,3
8712,27.42287439,85.05532933,307765,3034777,Anogeissus latifolia,,88,28,2
8713,27.42071551,85.05835143,308060,3034533,Bombax ceiba,,78,19,2
8714,27.4215839,85.05464472,307695,3034635,Cedrela toona,,19,16,4
8715,27.42653059,85.05563482,307801,3035181,Dalbergia sissoo,,69,24,3
8716,27.41909175,85.05904942,308126,3034352,Eugenia Jambolana,,79,30,3
8717,27.41982907,85.05549116,307775,3034439,Hymenodictyon excelsum,,77,24,4
8718,27.42007764,85.05796702,308021,3034463,Lagerstroemia parviflora,,79,16,2
8719,27.42113313,85.05566383,307795,3034583,Michelia champaca,,69,18,2
8720,27.42028014,85.05442272,307671,3034491,Pinus roxburghii,,98,18,3
8721,27.42276326,85.05656658,307887,3034763,Pinus wallichiana,,22,23,3
8722,27.42319806,85.05388577,307623,3034815,Quercus spp,,79,23,2
8723,27.42107261,85.0551883,307748,3034577,Schima wallichii,,69,24,2
8724,27.4245439,85.0553622,307771,3034962,Shorea robusta,,35,26,2
8725,27.42239277,85.05877831,308105,3034718,Terminalia alata,,72,26,2
8726,27.41866006,85.06297035,308513,3034298,Trewia nudiflora,,76,23,2
8727,27.42187862,85.05738629,307966,3034663,Tsuga spp,,18,27,4
8728,27.42449233,85.05805957,308037,3034952,Terai spp,,39,20,4
8729,27.42604011,85.05673458,307909,3035125,Hill spp,,80,26,4
8730,27.42141632,85.05700482,307928,3034613,Abies spp,,35,25,3
8731,27.42296493,85.05998243,308225,3034780,Acacia catechu,,13,17,2
8732,27.42127538,85.05910686,308135,3034594,Adina cardifolia,,27,25,1
8733,27.42506381,85.05562656,307798,3035019,Albizia spp,,14,19,4
8734,27.42373306,85.0551724,307751,3034872,Alnus nepalensis,,29,23,4
8735,27.4172793,85.05762209,307982,3034153,Anogeissus latifolia,,20,27,2
8736,27.42007501,85.06027949,308249,3034459,Bombax ceiba,,70,27,4
8737,27.42302423,85.05848139,308077,3034788,Cedrela toona,,12,22,2
8738,27.42203304,85.05621295,307851,3034682,Dalbergia sissoo,,82,18,3
8739,27.42037959,85.05745278,307970,3034497,Eugenia Jambolana,,58,17,1
8740,27.42422754,85.05704129,307936,3034924,Hymenodictyon excelsum,,87,16,2
8741,27.42449551,85.05513258,307748,3034957,Lagerstroemia parviflora,,88,29,4
8742,27.42281266,85.05179004,307415,3034775,Michelia champaca,,15,17,3
8743,27.41944289,85.06023338,308244,3034389,Pinus roxburghii,,61,21,1
8744,27.41948951,85.05515026,307741,3034402,Pinus wallichiana,,47,28,3
8745,27.4224543,85.0558408,307815,3034729,Quercus spp,,35,20,3
8746,27.41857533,85.05939909,308160,3034294,Schima wallichii,,34,26,4
8747,27.42023789,85.05723462,307949,3034482,Shorea robusta,,47,23,3
8748,27.42662611,85.05793299,308029,3035188,Terminalia alata,,50,28,3
8749,27.41701265,85.05709725,307929,3034125,Trewia nudiflora,,28,22,3
8750,27.41680558,85.05722434,307942,3034101,Tsuga spp,,84,19,3
8751,27.42073089,85.05441519,307671,3034541,Terai spp,,30,19,3
8752,27.41685858,85.05800519,308019,3034106,Hill spp,,25,19,4
8753,27.4203716,85.0542234,307651,3034501,Abies spp,,63,15,2
8754,27.42240574,85.05282191,307516,3034729,Acacia catechu,,62,20,3
8755,27.42416403,85.05809354,308040,3034915,Adina cardifolia,,46,30,4
8756,27.42419093,85.05917851,308148,3034917,Albizia spp,,94,15,2
8757,27.42011111,85.06160786,308381,3034461,Alnus nepalensis,,94,24,3
8758,27.4189051,85.0585078,308072,3034332,Anogeissus latifolia,,31,18,2
8759,27.42203058,85.05579396,307809,3034683,Bombax ceiba,,73,16,4
8760,27.42040585,85.05860947,308085,3034498,Cedrela toona,,47,25,2
8761,27.42458104,85.05957307,308187,3034959,Abies spp,,31,30,3
8762,27.42012573,85.056733,307899,3034470,Acacia catechu,,78,30,2
8763,27.42245,85.05928155,308155,3034724,Adina cardifolia,,91,16,1
8764,27.42517704,85.05507943,307744,3035032,Albizia spp,,93,26,4
8765,27.42338874,85.05361692,307596,3034836,Alnus nepalensis,,33,24,3
8766,27.41806467,85.05770082,307991,3034240,Anogeissus latifolia,,37,27,1
8767,27.41813359,85.05959589,308178,3034245,Bombax ceiba,,14,18,3
8768,27.41999952,85.05959179,308181,3034452,Cedrela toona,,97,17,4
8769,27.42594834,85.05670703,307906,3035115,Dalbergia sissoo,,93,23,1
8770,27.42407602,85.05938095,308167,3034904,Eugenia Jambolana,,60,21,3
8771,27.42575705,85.0568317,307918,3035094,Hymenodictyon excelsum,,42,18,4
8772,27.42193053,85.05480929,307712,3034673,Lagerstroemia parviflora,,92,21,4
8773,27.41928193,85.05538256,307764,3034379,Michelia champaca,,84,19,1
8774,27.42343623,85.05390621,307625,3034841,Pinus roxburghii,,86,26,4
8775,27.41848885,85.05708739,307931,3034288,Pinus wallichiana,,40,21,1
8776,27.42236485,85.05285087,307519,3034724,Quercus spp,,64,21,3
8777,27.41906131,85.05688214,307912,3034352,Schima wallichii,,67,27,1
8778,27.42481957,85.05798656,308031,3034988,Shorea robusta,,53,26,3
8779,27.42028688,85.06093785,308315,3034481,Terminalia alata,,91,26,3
8780,27.41892066,85.05824586,308046,3034334,Trewia nudiflora,,54,24,2
8781,27.42178785,85.05927627,308153,3034650,Tsuga spp,,41,18,1
8782,27.42125969,85.05463038,307693,3034599,Terai spp,,22,15,1
8783,27.42672177,85.0561082,307848,3035202,Hill spp,,63,26,1
8784,27.42398019,85.05687816,307920,3034897,Abies spp,,77,19,4
8785,27.42518708,85.05719223,307953,3035030,Acacia catechu,,42,16,3
8786,27.42666937,85.05725221,307961,3035194,Adina cardifolia,,47,17,2
8787,27.42206726,85.05968175,308194,3034681,Albizia spp,,73,15,4
8788,27.42113345,85.0557332,307802,3034583,Alnus nepalensis,,12,17,4
8789,27.41920408,85.05651137,307875,3034368,Anogeissus latifolia,,100,18,2
8790,27.42398151,85.05934678,308164,3034893,Bombax ceiba,,90,25,1
8791,27.42095092,85.06103715,308326,3034555,Cedrela toona,,59,23,1
8792,27.42336521,85.0530218,307537,3034835,Dalbergia sissoo,,57,21,3
8793,27.42405498,85.05435556,307670,3034909,Eugenia Jambolana,,92,16,2
8794,27.42485826,85.05520342,307756,3034997,Hymenodictyon excelsum,,84,30,4
8795,27.4256848,85.05525075,307762,3035088,Lagerstroemia parviflora,,76,19,4
8796,27.42675821,85.05715784,307952,3035204,Michelia champaca,,77,16,3
8797,27.42188494,85.06047434,308272,3034659,Pinus roxburghii,,18,19,1
8798,27.41965495,85.05768933,307992,3034416,Pinus wallichiana,,50,27,1
8799,27.42592112,85.05535579,307773,3035114,Quercus spp,,54,23,2
8800,27.42623168,85.0556629,307803,3035148,Schima wallichii,,70,29,1
8801,27.42678987,85.05724527,307961,3035208,Shorea robusta,,16,17,1
8802,27.42405978,85.05719408,307951,3034905,Terminalia alata,,28,24,2
8803,27.42270953,85.05779609,308008,3034755,Trewia nudiflora,,80,27,1
8804,27.41872551,85.06088674,308307,3034308,Tsuga spp,,43,25,4
8805,27.42162998,85.05961904,308187,3034632,Terai spp,,11,19,4
8806,27.42485518,85.05680394,307914,3034994,Hill spp,,55,22,4
8807,27.42434087,85.05481521,307716,3034940,Abies spp,,11,17,1
8808,27.41882701,85.05879728,308101,3034323,Acacia catechu,,97,19,1
8809,27.42647077,85.0581661,308051,3035171,Adina cardifolia,,68,21,4
8810,27.42157292,85.05422848,307654,3034634,Albizia spp,,24,27,3
8811,27.42043086,85.05741409,307967,3034503,Alnus nepalensis,,87,15,3
8812,27.42334224,85.05561791,307794,3034828,Anogeissus latifolia,,53,15,3
8813,27.42665376,85.05626557,307864,3035194,Bombax ceiba,,84,30,3
8814,27.42393355,85.05934386,308163,3034888,Cedrela toona,,87,17,4
8815,27.42219727,85.05673413,307902,3034700,Abies spp,,93,20,1
8816,27.42175471,85.0600164,308226,3034645,Acacia catechu,,16,15,3
8817,27.41831057,85.05794137,308015,3034267,Adina cardifolia,,84,22,1
8818,27.41806848,85.05912932,308132,3034238,Albizia spp,,46,28,3
8819,27.41945565,85.06113988,308333,3034389,Alnus nepalensis,,70,22,4
8820,27.42350694,85.05295589,307531,3034850,Anogeissus latifolia,,65,28,3
8821,27.42473807,85.05598103,307832,3034982,Bombax ceiba,,70,25,1
8822,27.42277531,85.05459801,307692,3034767,Cedrela toona,,23,29,4
8823,27.42142129,85.05882886,308108,3034610,Dalbergia sissoo,,92,25,1
8824,27.41974521,85.0588937,308112,3034425,Eugenia Jambolana,,76,15,3
8825,27.41846044,85.05787625,308009,3034284,Hymenodictyon excelsum,,72,23,4
8826,27.42313916,85.05340453,307575,3034809,Lagerstroemia parviflora,,18,24,2
8827,27.417317,85.05777142,307997,3034157,Michelia champaca,,60,15,2
8828,27.42208598,85.05540404,307771,3034689,Pinus roxburghii,,64,24,3
8829,27.42182332,85.05834926,308061,3034656,Pinus wallichiana,,95,26,4
8830,27.41857484,85.06025319,308244,3034293,Quercus spp,,92,19,4
8831,27.42216913,85.05876339,308103,3034693,Schima wallichii,,28,27,3
8832,27.41971156,85.0596194,308183,3034420,Shorea robusta,,23,30,4
8833,27.42069591,85.05873857,308098,3034530,Terminalia alata,,88,17,3
8834,27.41895398,85.06314785,308531,3034330,Trewia nudiflora,,88,20,2
8835,27.42422144,85.05664276,307897,3034924,Tsuga spp,,45,21,2
8836,27.42612107,85.05593576,307830,3035136,Terai spp,,59,16,3
8837,27.42150378,85.05709727,307937,3034622,Hill spp,,57,18,2
8838,27.41952451,85.06032298,308253,3034398,Abies spp,,40,24,4
8839,27.41904201,85.06122169,308341,3034343,Acacia catechu,,30,22,4
8840,27.42188823,85.0565129,307880,3034666,Adina cardifolia,,32,17,4
8841,27.42712533,85.05699588,307937,3035245,Albizia spp,,100,15,4
8842,27.42651001,85.05693116,307929,3035177,Alnus nepalensis,,76,22,3
8843,27.42234729,85.05255711,307490,3034723,Anogeissus latifolia,,19,19,2
8844,27.42397184,85.05824007,308054,3034894,Bombax ceiba,,34,28,1
8845,27.41855065,85.05909932,308130,3034292,Cedrela toona,,100,17,3
8846,27.42495653,85.05546413,307782,3035007,Dalbergia sissoo,,51,26,1
8847,27.42084687,85.05347055,307577,3034555,Eugenia Jambolana,,87,17,1
8848,27.42063866,85.05579551,307807,3034528,Hymenodictyon excelsum,,93,20,1
8849,27.41964744,85.05566363,307792,3034419,Lagerstroemia parviflora,,20,16,4
8850,27.41975605,85.05771131,307995,3034428,Michelia champaca,,95,15,1
8851,27.4205184,85.05754146,307979,3034512,Pinus roxburghii,,28,18,4
8852,27.4238935,85.05397198,307632,3034892,Pinus wallichiana,,54,23,2
8853,27.42047419,85.06037821,308260,3034503,Quercus spp,,60,24,2
8854,27.4270755,85.05684174,307921,3035240,Schima wallichii,,67,23,4
8855,27.42223623,85.05740891,307969,3034703,Shorea robusta,,87,28,1
8856,27.41667891,85.0580954,308027,3034086,Terminalia alata,,23,19,1
8857,27.4247798,85.05769325,308002,3034984,Trewia nudiflora,,72,20,4
8858,27.41841598,85.0603852,308257,3034275,Tsuga spp,,42,23,3
8859,27.42394096,85.0529633,307533,3034899,Terai spp,,88,24,1
8860,27.41919616,85.05648566,307873,3034367,Hill spp,,81,23,1
8861,27.42361046,85.05386962,307622,3034861,Abies spp,,13,21,2
8862,27.42396599,85.05300894,307537,3034901,Acacia catechu,,16,28,4
8863,27.42364529,85.05774569,308005,3034858,Adina cardifolia,,31,19,4
8864,27.42342864,85.05623517,307855,3034837,Albizia spp,,20,16,4
