latitude,longitude,x,y,Name,species,code,diameter,height_m,class
27.44553774,85.04190456,306477,3037309,Rame kholsa,Albizia spp,,75,20,3
27.44925343,85.03891119,306187,3037725,Rame kholsa,Alnus nepalensis,,88,18,4
27.44806918,85.04334538,306624,3037587,Rame kholsa,Anogeissus latifolia,,67,15,3
27.45064666,85.0435771,306651,3037872,Rame kholsa,Bombax ceiba,,74,19,2
27.44982103,85.0424719,306540,3037782,Rame kholsa,Cedrela toona,,75,17,4
27.4496013,85.04446006,306737,3037755,Rame kholsa,Abies spp,,42,23,2
27.44827626,85.04135206,306427,3037613,Rame kholsa,Acacia catechu,,45,24,2
27.45238775,85.04179402,306478,3038068,Rame kholsa,Adina cardifolia,,25,27,2
27.44464521,85.03944397,306232,3037214,Rame kholsa,Albizia spp,,82,24,1
27.44980992,85.04512082,306802,3037777,Rame kholsa,Alnus nepalensis,,70,28,4
27.44977644,85.04151609,306446,3037779,Rame kholsa,Anogeissus latifolia,,66,24,2
27.44414994,85.04007657,306294,3037158,Rame kholsa,Bombax ceiba,,58,30,2
27.44608621,85.03927629,306218,3037374,Rame kholsa,Abies spp,,48,30,4
27.44688383,85.04058071,306348,3037460,Rame kholsa,Acacia catechu,,27,15,1
27.44835419,85.0391229,306207,3037625,Rame kholsa,Adina cardifolia,,92,26,3
27.4437995,85.04508951,306789,3037111,Rame kholsa,Albizia spp,,53,20,2
27.44559071,85.04329754,306615,3037312,Rame kholsa,Alnus nepalensis,,81,16,2
27.44505853,85.04443302,306726,3037252,Rame kholsa,Anogeissus latifolia,,75,29,3
27.4494849,85.04702296,306990,3037738,Rame kholsa,Bombax ceiba,,43,15,4
27.45582598,85.04247583,306551,3038448,Rame kholsa,Cedrela toona,,56,15,4
27.44565585,85.04545658,306828,3037316,Rame kholsa,Dalbergia sissoo,,85,24,3
27.44782344,85.04720748,307005,3037554,Rame kholsa,Eugenia Jambolana,,15,22,1
27.45356645,85.04163134,306464,3038199,Rame kholsa,Hymenodictyon excelsum,,18,23,2
27.4397944,85.03666575,305949,3036681,Rame kholsa,Lagerstroemia parviflora,,38,21,1
27.45182081,85.04504264,306798,3038000,Rame kholsa,Michelia champaca,,58,24,3
27.45435726,85.04254925,306556,3038285,Rame kholsa,Pinus roxburghii,,69,20,3
27.45172342,85.04521204,306815,3037989,Rame kholsa,Pinus wallichiana,,51,24,4
27.4456735,85.0411619,306404,3037325,Rame kholsa,Quercus spp,,21,26,4
27.44735797,85.04391331,306679,3037507,Rame kholsa,Schima wallichii,,52,23,1
27.44955709,85.04574425,306863,3037748,Rame kholsa,Shorea robusta,,33,20,4
27.44428253,85.04139443,306424,3037170,Rame kholsa,Terminalia alata,,59,23,4
27.44355016,85.04300438,306582,3037087,Rame kholsa,Trewia nudiflora,,79,28,3
27.44812109,85.04462248,306750,3037591,Rame kholsa,Tsuga spp,,82,17,2
27.44879571,85.04664593,306951,3037662,Rame kholsa,Terai spp,,56,16,3
27.44757729,85.04371544,306659,3037532,Rame kholsa,Hill spp,,81,20,2
27.44351661,85.0399311,306278,3037088,Rame kholsa,Abies spp,,14,20,4
27.44951312,85.03973357,306269,3037753,Rame kholsa,Acacia catechu,,64,18,1
27.44452939,85.04340979,306624,3037195,Rame kholsa,Adina cardifolia,,36,21,4
27.4466478,85.04338195,306625,3037429,Rame kholsa,Albizia spp,,13,16,1
27.44251592,85.0406093,306344,3036976,Rame kholsa,Alnus nepalensis,,21,22,2
27.44868427,85.04545398,306833,3037652,Rame kholsa,Anogeissus latifolia,,28,15,3
27.45030947,85.04270689,306565,3037836,Rame kholsa,Bombax ceiba,,21,18,4
27.45054104,85.03901074,306200,3037868,Rame kholsa,Cedrela toona,,32,16,1
27.44702686,85.04308919,306597,3037472,Rame kholsa,Dalbergia sissoo,,57,22,4
27.45098498,85.0406513,306362,3037914,Rame kholsa,Eugenia Jambolana,,12,24,4
27.44399791,85.04326515,306609,3037136,Rame kholsa,Hymenodictyon excelsum,,86,21,3
27.45190069,85.04197452,306495,3038014,Rame kholsa,Lagerstroemia parviflora,,82,28,4
27.45122002,85.04524369,306817,3037933,Rame kholsa,Michelia champaca,,63,25,3
27.45027762,85.04231663,306526,3037833,Rame kholsa,Pinus roxburghii,,55,20,3
27.44452163,85.04670137,306949,3037189,Rame kholsa,Pinus wallichiana,,92,22,4
27.44545744,85.03824174,306115,3037306,Rame kholsa,Quercus spp,,86,23,2
27.44670007,85.04780103,307062,3037428,Rame kholsa,Schima wallichii,,89,18,2
27.45494284,85.04258228,306560,3038350,Rame kholsa,Shorea robusta,,13,25,2
27.44631324,85.03869738,306161,3037400,Rame kholsa,Terminalia alata,,41,27,4
27.44594124,85.04749417,307030,3037345,Rame kholsa,Trewia nudiflora,,41,28,3
27.44431066,85.04090708,306376,3037174,Rame kholsa,Tsuga spp,,14,28,3
27.45578572,85.04289934,306593,3038443,Rame kholsa,Terai spp,,90,21,3
27.44988235,85.03911868,306209,3037794,Rame kholsa,Hill spp,,78,27,1
27.44509973,85.04310669,306595,3037258,Rame kholsa,Abies spp,,52,27,3
27.44704454,85.04399764,306686,3037472,Rame kholsa,Acacia catechu,,66,22,1
27.44357723,85.03993483,306279,3037095,Rame kholsa,Adina cardifolia,,10,29,3
27.45037332,85.0395632,306254,3037848,Rame kholsa,Albizia spp,,68,17,3
27.44975996,85.04223586,306517,3037776,Rame kholsa,Alnus nepalensis,,36,24,3
27.44598566,85.04361448,306647,3037356,Rame kholsa,Anogeissus latifolia,,57,27,2
27.44987343,85.04286777,306580,3037788,Rame kholsa,Bombax ceiba,,68,24,1
27.45353998,85.04393433,306691,3038192,Rame kholsa,Cedrela toona,,45,26,4
27.45065175,85.04504309,306796,3037871,Rame kholsa,Abies spp,,73,26,2
27.44816042,85.04345554,306635,3037597,Rame kholsa,Acacia catechu,,39,29,1
27.44659548,85.0419465,306483,3037426,Rame kholsa,Adina cardifolia,,46,29,1
27.44511372,85.0452217,306804,3037257,Rame kholsa,Albizia spp,,65,22,2
27.44924934,85.03987159,306282,3037723,Rame kholsa,Alnus nepalensis,,59,22,4
27.44793604,85.03989087,306282,3037578,Rame kholsa,Anogeissus latifolia,,40,19,2
27.44965594,85.04155806,306450,3037766,Rame kholsa,Bombax ceiba,,32,17,4
27.45002986,85.04643383,306932,3037799,Rame kholsa,Cedrela toona,,52,24,2
27.44383454,85.03847548,306135,3037125,Rame kholsa,Dalbergia sissoo,,60,16,3
27.45540989,85.04171301,306475,3038403,Rame kholsa,Eugenia Jambolana,,87,29,3
27.44370748,85.04332307,306614,3037104,Rame kholsa,Hymenodictyon excelsum,,88,29,3
27.44813545,85.04637682,306923,3037590,Rame kholsa,Lagerstroemia parviflora,,73,26,2
27.44212053,85.03751439,306037,3036937,Rame kholsa,Michelia champaca,,21,28,2
27.44791309,85.03764244,306060,3037579,Rame kholsa,Pinus roxburghii,,71,16,4
27.44924891,85.03947896,306244,3037724,Rame kholsa,Pinus wallichiana,,37,24,2
27.44780147,85.04318427,306607,3037558,Rame kholsa,Quercus spp,,91,22,2
27.44421098,85.04026662,306313,3037164,Rame kholsa,Schima wallichii,,84,25,2
27.4472111,85.04260181,306549,3037493,Rame kholsa,Shorea robusta,,88,24,3
27.45157031,85.0432471,306620,3037975,Rame kholsa,Terminalia alata,,24,26,2
27.44325878,85.04253954,306536,3037055,Rame kholsa,Trewia nudiflora,,73,15,2
27.45492977,85.04252956,306555,3038348,Rame kholsa,Tsuga spp,,92,17,3
27.4530108,85.04455663,306752,3038133,Rame kholsa,Terai spp,,11,20,4
27.44764719,85.0434056,306629,3037540,Rame kholsa,Hill spp,,77,21,1
27.43966946,85.03719768,306001,3036666,Rame kholsa,Abies spp,,27,23,4
27.44334783,85.03854716,306141,3037071,Rame kholsa,Acacia catechu,,71,28,2
27.44335966,85.03820693,306108,3037073,Rame kholsa,Adina cardifolia,,84,28,2
27.44732466,85.04795121,307078,3037497,Rame kholsa,Albizia spp,,38,17,2
27.45068943,85.0392943,306228,3037884,Rame kholsa,Alnus nepalensis,,44,24,3
27.45318425,85.04122948,306423,3038157,Rame kholsa,Anogeissus latifolia,,60,16,3
27.4440398,85.0450196,306782,3037138,Rame kholsa,Bombax ceiba,,33,30,4
27.4484378,85.04742557,307028,3037621,Rame kholsa,Cedrela toona,,29,16,2
27.45401461,85.04351076,306650,3038246,Rame kholsa,Dalbergia sissoo,,62,22,3
27.44153085,85.03840971,306124,3036870,Rame kholsa,Eugenia Jambolana,,73,19,3
27.44520094,85.03797858,306088,3037278,Rame kholsa,Hymenodictyon excelsum,,26,25,4
27.45089205,85.04344145,306638,3037900,Rame kholsa,Lagerstroemia parviflora,,92,23,2
27.4487164,85.03834255,306130,3037667,Rame kholsa,Michelia champaca,,88,22,2
27.44979969,85.04432666,306724,3037777,Rame kholsa,Pinus roxburghii,,82,23,1
27.44565799,85.04263206,306549,3037321,Rame kholsa,Pinus wallichiana,,86,22,2
27.44760219,85.04719408,307003,3037529,Rame kholsa,Quercus spp,,39,26,1
27.45130227,85.04538247,306831,3037942,Rame kholsa,Schima wallichii,,96,29,3
27.44907612,85.04167119,306460,3037701,Rame kholsa,Shorea robusta,,88,16,4
27.44688946,85.04052379,306343,3037461,Rame kholsa,Terminalia alata,,37,26,4
27.44817363,85.04172025,306463,3037601,Rame kholsa,Trewia nudiflora,,82,15,1
27.4539217,85.04454278,306752,3038234,Rame kholsa,Tsuga spp,,36,30,2
27.44921022,85.04161087,306454,3037716,Rame kholsa,Terai spp,,80,27,4
27.44719472,85.04135898,306426,3037493,Rame kholsa,Hill spp,,65,16,1
27.44718922,85.04095578,306386,3037493,Rame kholsa,Abies spp,,61,20,1
27.44340247,85.04013217,306298,3037075,Rame kholsa,Acacia catechu,,63,24,1
27.44308389,85.04640086,306917,3037030,Rame kholsa,Adina cardifolia,,90,16,2
27.4443687,85.04646005,306925,3037172,Rame kholsa,Albizia spp,,43,21,1
27.4468525,85.03969461,306261,3037458,Rame kholsa,Alnus nepalensis,,98,29,3
27.44466918,85.04497615,306779,3037208,Rame kholsa,Anogeissus latifolia,,48,25,2
27.44783769,85.03929295,306223,3037568,Rame kholsa,Bombax ceiba,,91,26,1
27.45206784,85.04532217,306826,3038027,Rame kholsa,Cedrela toona,,60,21,3
27.43878158,85.03732248,306012,3036567,Rame kholsa,Abies spp,,78,19,3
27.44781522,85.04406707,306695,3037558,Rame kholsa,Acacia catechu,,84,29,3
27.44701682,85.03969056,306261,3037476,Rame kholsa,Adina cardifolia,,91,20,1
27.45237791,85.0419578,306494,3038067,Rame kholsa,Albizia spp,,87,22,4
27.44647804,85.04028294,306318,3037415,Rame kholsa,Alnus nepalensis,,84,23,1
27.44803033,85.04095157,306387,3037586,Rame kholsa,Anogeissus latifolia,,14,22,3
27.4477939,85.04199921,306490,3037559,Rame kholsa,Bombax ceiba,,18,29,2
27.44493081,85.04178684,306464,3037242,Rame kholsa,Cedrela toona,,54,20,3
27.4540746,85.04317642,306617,3038253,Rame kholsa,Dalbergia sissoo,,73,17,1
27.4436072,85.04315143,306597,3037093,Rame kholsa,Eugenia Jambolana,,69,25,3
27.44697674,85.03876986,306170,3037473,Rame kholsa,Hymenodictyon excelsum,,69,30,3
27.44681201,85.03856223,306149,3037455,Rame kholsa,Lagerstroemia parviflora,,22,18,2
27.44434532,85.04160388,306445,3037177,Rame kholsa,Michelia champaca,,34,20,2
27.44067891,85.03849565,306131,3036776,Rame kholsa,Pinus roxburghii,,95,15,3
27.45411578,85.04436854,306735,3038255,Rame kholsa,Pinus wallichiana,,20,28,4
27.44673912,85.03911797,306203,3037446,Rame kholsa,Quercus spp,,21,24,1
27.44387376,85.03896795,306184,3037129,Rame kholsa,Schima wallichii,,46,21,2
27.44005272,85.03675631,305958,3036709,Rame kholsa,Shorea robusta,,60,17,2
27.44728212,85.03914628,306207,3037506,Rame kholsa,Terminalia alata,,83,27,4
27.44824108,85.04731872,307017,3037600,Rame kholsa,Trewia nudiflora,,60,17,4
27.44933844,85.03826975,306124,3037736,Rame kholsa,Tsuga spp,,51,16,4
27.44655265,85.04331454,306618,3037419,Rame kholsa,Terai spp,,73,21,3
27.44650239,85.04152643,306441,3037416,Rame kholsa,Hill spp,,65,29,4
27.44681104,85.04145818,306435,3037451,Rame kholsa,Abies spp,,90,26,4
27.44400415,85.04197243,306481,3037139,Rame kholsa,Acacia catechu,,81,28,1
27.45031498,85.03997043,306294,3037841,Rame kholsa,Adina cardifolia,,86,18,4
27.45131296,85.04294488,306590,3037947,Rame kholsa,Albizia spp,,29,26,4
27.44806062,85.04325847,306615,3037586,Rame kholsa,Alnus nepalensis,,70,29,4
27.44826075,85.03951844,306246,3037614,Rame kholsa,Anogeissus latifolia,,39,19,3
27.44643608,85.03766426,306059,3037415,Rame kholsa,Bombax ceiba,,72,29,1
27.44819165,85.04690548,306976,3037595,Rame kholsa,Cedrela toona,,39,28,2
27.44501691,85.04400441,306684,3037248,Rame kholsa,Dalbergia sissoo,,11,20,3
27.44314041,85.04533875,306812,3037038,Rame kholsa,Eugenia Jambolana,,69,29,4
27.4473789,85.04686348,306970,3037505,Rame kholsa,Hymenodictyon excelsum,,55,28,1
27.4429653,85.04093344,306376,3037025,Rame kholsa,Lagerstroemia parviflora,,46,27,3
27.44851344,85.03884021,306179,3037643,Rame kholsa,Michelia champaca,,51,30,2
27.44776566,85.04584379,306870,3037549,Rame kholsa,Pinus roxburghii,,54,25,3
27.44404122,85.04366934,306649,3037140,Rame kholsa,Pinus wallichiana,,97,22,4
27.45566073,85.04191272,306495,3038430,Rame kholsa,Quercus spp,,35,17,1
27.44203595,85.03735746,306021,3036928,Rame kholsa,Schima wallichii,,17,17,1
27.44975483,85.03919739,306217,3037780,Rame kholsa,Shorea robusta,,42,27,2
27.45074035,85.0398559,306283,3037888,Rame kholsa,Terminalia alata,,99,17,1
27.44910572,85.04338577,306630,3037702,Rame kholsa,Trewia nudiflora,,56,25,1
27.45115347,85.0406817,306366,3037933,Rame kholsa,Tsuga spp,,84,22,4
27.44595971,85.04070718,306359,3037357,Rame kholsa,Terai spp,,59,17,2
27.44435087,85.04478053,306759,3037173,Rame kholsa,Hill spp,,17,20,4
27.44888529,85.03994526,306289,3037683,Rame kholsa,Abies spp,,78,26,2
27.4486396,85.03887585,306183,3037657,Rame kholsa,Acacia catechu,,66,15,1
27.4526014,85.04284087,306582,3038090,Rame kholsa,Adina cardifolia,,26,30,2
27.43926501,85.03734238,306015,3036621,Rame kholsa,Albizia spp,,85,24,4
27.44728665,85.04239319,306528,3037502,Rame kholsa,Alnus nepalensis,,69,19,4
27.4460824,85.03780975,306073,3037375,Rame kholsa,Anogeissus latifolia,,33,21,1
27.45366513,85.04302378,306602,3038208,Rame kholsa,Bombax ceiba,,67,21,4
27.4514103,85.04393164,306687,3037956,Rame kholsa,Cedrela toona,,26,30,1
27.43893771,85.03632353,305914,3036586,Rame kholsa,Abies spp,,52,27,1
27.44397076,85.03874096,306161,3037140,Rame kholsa,Acacia catechu,,21,30,4
27.45129087,85.04171196,306468,3037947,Rame kholsa,Adina cardifolia,,66,21,3
27.44506609,85.0378893,306079,3037263,Rame kholsa,Albizia spp,,71,20,3
27.44647043,85.04446574,306732,3037408,Rame kholsa,Alnus nepalensis,,98,20,3
27.44468981,85.0406112,306348,3037217,Rame kholsa,Anogeissus latifolia,,99,21,4
27.4524597,85.04078053,306378,3038077,Rame kholsa,Bombax ceiba,,92,26,3
27.44773962,85.0434208,306631,3037550,Rame kholsa,Cedrela toona,,71,29,2
27.44500168,85.04205784,306491,3037249,Rame kholsa,Dalbergia sissoo,,11,26,1
27.45289985,85.04253986,306553,3038124,Rame kholsa,Eugenia Jambolana,,21,18,4
27.44678305,85.0425176,306540,3037446,Rame kholsa,Hymenodictyon excelsum,,81,20,2
27.44856376,85.03806703,306103,3037650,Rame kholsa,Lagerstroemia parviflora,,49,29,1
27.44273198,85.03910194,306195,3037002,Rame kholsa,Michelia champaca,,44,21,1
27.44381686,85.0462393,306902,3037111,Rame kholsa,Pinus roxburghii,,48,22,1
27.45548913,85.04244329,306547,3038411,Rame kholsa,Pinus wallichiana,,90,17,1
27.44978973,85.04155408,306450,3037780,Rame kholsa,Quercus spp,,66,21,4
27.44901579,85.04085938,306380,3037696,Rame kholsa,Schima wallichii,,55,26,1
27.44560159,85.04095783,306383,3037317,Rame kholsa,Shorea robusta,,94,24,3
27.44957554,85.04037903,306333,3037759,Rame kholsa,Terminalia alata,,90,18,1
27.45217846,85.04215101,306513,3038044,Rame kholsa,Trewia nudiflora,,41,16,3
27.44356981,85.04026303,306311,3037093,Rame kholsa,Tsuga spp,,61,30,4
27.4462217,85.03960623,306251,3037388,Rame kholsa,Terai spp,,87,26,3
27.4470018,85.0376796,306062,3037478,Rame kholsa,Hill spp,,38,23,1
27.44317604,85.04652561,306930,3037040,Rame kholsa,Abies spp,,46,23,2
27.44560732,85.04327232,306612,3037314,Rame kholsa,Acacia catechu,,96,16,2
27.44456276,85.04037572,306324,3037203,Rame kholsa,Adina cardifolia,,38,18,3
27.44994442,85.04264487,306558,3037796,Rame kholsa,Albizia spp,,12,16,4
27.44832908,85.04180461,306472,3037618,Rame kholsa,Abies spp,,30,22,2
27.44651838,85.04324291,306611,3037415,Rame kholsa,Acacia catechu,,98,18,4
27.44924041,85.03863463,306160,3037724,Rame kholsa,Adina cardifolia,,82,22,4
27.44654534,85.04696622,306979,3037413,Rame kholsa,Albizia spp,,30,19,3
27.4485389,85.03826399,306122,3037647,Rame kholsa,Alnus nepalensis,,13,23,4
27.44991513,85.04298963,306592,3037792,Rame kholsa,Anogeissus latifolia,,58,25,2
27.44387479,85.04436328,306717,3037121,Rame kholsa,Bombax ceiba,,19,29,2
27.44817986,85.0408754,306380,3037603,Rame kholsa,Cedrela toona,,55,17,1
27.44198752,85.03895265,306179,3036920,Rame kholsa,Dalbergia sissoo,,23,28,2
27.45077003,85.0407711,306374,3037890,Rame kholsa,Eugenia Jambolana,,79,17,2
27.44779937,85.04516308,306803,3037554,Rame kholsa,Hymenodictyon excelsum,,28,29,3
27.44034585,85.03740555,306023,3036740,Rame kholsa,Lagerstroemia parviflora,,34,25,4
27.4478305,85.0471629,307001,3037555,Rame kholsa,Michelia champaca,,17,22,1
27.45478308,85.04221739,306524,3038333,Rame kholsa,Pinus roxburghii,,78,21,4
27.44328059,85.0458393,306862,3037053,Rame kholsa,Pinus wallichiana,,100,16,3
27.44440268,85.0398247,306269,3037186,Rame kholsa,Quercus spp,,20,29,3
27.44918886,85.0416554,306459,3037714,Rame kholsa,Schima wallichii,,42,29,1
27.44960887,85.04431027,306722,3037756,Rame kholsa,Shorea robusta,,33,16,3
27.45165236,85.04451219,306745,3037982,Rame kholsa,Terminalia alata,,28,19,3
27.45058817,85.04243046,306538,3037868,Rame kholsa,Trewia nudiflora,,50,28,2
27.44428697,85.03734225,306024,3037177,Rame kholsa,Tsuga spp,,81,23,2
27.44433163,85.04133818,306419,3037176,Rame kholsa,Terai spp,,95,19,3
27.45078601,85.04633412,306924,3037883,Rame kholsa,Hill spp,,63,27,3
27.43995605,85.03660483,305943,3036699,Rame kholsa,Abies spp,,66,26,3
27.45329916,85.04431579,306729,3038165,Rame kholsa,Acacia catechu,,24,26,3
27.44158903,85.03881578,306165,3036876,Rame kholsa,Adina cardifolia,,67,28,1
27.44709052,85.03906598,306199,3037485,Rame kholsa,Albizia spp,,71,21,3
27.44415906,85.04562412,306842,3037150,Rame kholsa,Alnus nepalensis,,47,27,1
27.44104699,85.03654782,305939,3036820,Rame kholsa,Anogeissus latifolia,,60,27,3
27.44824403,85.04047288,306340,3037611,Rame kholsa,Bombax ceiba,,77,27,4
27.44320574,85.04587449,306865,3037044,Rame kholsa,Cedrela toona,,81,21,1
27.45139542,85.04010234,306309,3037961,Rame kholsa,Dalbergia sissoo,,72,23,4
27.44244405,85.03697975,305985,3036974,Rame kholsa,Eugenia Jambolana,,60,21,2
27.44573441,85.03859401,306150,3037336,Rame kholsa,Hymenodictyon excelsum,,42,17,4
27.45372402,85.04192769,306493,3038216,Rame kholsa,Lagerstroemia parviflora,,86,16,2
27.44659195,85.04386196,306672,3037423,Rame kholsa,Michelia champaca,,17,15,4
27.44661039,85.04144091,306433,3037428,Rame kholsa,Pinus roxburghii,,18,27,1
27.44866703,85.04079884,306373,3037657,Rame kholsa,Pinus wallichiana,,12,17,2
27.45066333,85.04456361,306749,3037873,Rame kholsa,Quercus spp,,63,30,3
27.4477559,85.04414193,306702,3037551,Rame kholsa,Schima wallichii,,94,15,4
27.44629258,85.03991336,306281,3037395,Rame kholsa,Shorea robusta,,32,15,3
27.44770773,85.03815116,306110,3037555,Rame kholsa,Terminalia alata,,34,29,3
27.44377253,85.04150168,306434,3037114,Rame kholsa,Trewia nudiflora,,44,15,4
27.45124268,85.03954482,306254,3037945,Rame kholsa,Tsuga spp,,41,15,2
27.45113795,85.03934399,306234,3037933,Rame kholsa,Terai spp,,35,18,4
27.45273568,85.0446672,306763,3038102,Rame kholsa,Hill spp,,94,23,4
27.44595103,85.04553846,306837,3037349,Rame kholsa,Abies spp,,37,24,1
27.45292181,85.04150729,306450,3038128,Rame kholsa,Acacia catechu,,64,22,3
27.45157367,85.04177168,306474,3037978,Rame kholsa,Adina cardifolia,,23,30,1
27.45352499,85.04231832,306532,3038193,Rame kholsa,Albizia spp,,83,29,4
27.45123768,85.04118962,306416,3037941,Rame kholsa,Alnus nepalensis,,57,24,1
27.45188136,85.04041236,306340,3038014,Rame kholsa,Anogeissus latifolia,,96,19,2
27.44773194,85.03775677,306071,3037558,Rame kholsa,Bombax ceiba,,55,28,1
27.45018645,85.04532301,306823,3037819,Rame kholsa,Cedrela toona,,29,28,2
27.44741948,85.04011186,306303,3037520,Rame kholsa,Abies spp,,70,24,4
27.44560797,85.04510782,306794,3037312,Rame kholsa,Acacia catechu,,79,26,4
27.44329434,85.03957349,306243,3037064,Rame kholsa,Adina cardifolia,,54,18,4
27.44766437,85.04180382,306471,3037545,Rame kholsa,Albizia spp,,34,29,1
27.44352068,85.04583902,306862,3037079,Rame kholsa,Alnus nepalensis,,33,20,1
27.44932785,85.04245326,306538,3037728,Rame kholsa,Anogeissus latifolia,,75,16,3
27.44481161,85.04608525,306889,3037222,Rame kholsa,Bombax ceiba,,57,18,2
27.43851598,85.03721538,306001,3036538,Rame kholsa,Cedrela toona,,68,19,1
27.4500667,85.04112503,306408,3037812,Rame kholsa,Dalbergia sissoo,,15,16,1
27.44388368,85.04583724,306863,3037119,Rame kholsa,Eugenia Jambolana,,68,18,1
27.4434326,85.03752746,306040,3037082,Rame kholsa,Hymenodictyon excelsum,,19,15,2
27.44649025,85.04244121,306532,3037413,Rame kholsa,Lagerstroemia parviflora,,67,25,4
27.44463922,85.03932216,306220,3037213,Rame kholsa,Michelia champaca,,99,21,4
27.45129404,85.04047306,306345,3037949,Rame kholsa,Pinus roxburghii,,16,28,3
27.44560279,85.04730761,307011,3037308,Rame kholsa,Pinus wallichiana,,16,24,4
27.44434701,85.03894814,306183,3037181,Rame kholsa,Quercus spp,,91,23,2
27.44536075,85.04283856,306569,3037288,Rame kholsa,Schima wallichii,,15,27,3
27.45314519,85.0418459,306484,3038152,Rame kholsa,Shorea robusta,,10,28,2
27.44983668,85.03964561,306261,3037789,Rame kholsa,Terminalia alata,,49,23,2
27.44513841,85.03851982,306142,3037270,Rame kholsa,Trewia nudiflora,,66,25,4
27.44082634,85.0369922,305983,3036794,Rame kholsa,Tsuga spp,,45,17,2
27.4470044,85.04237124,306526,3037471,Rame kholsa,Terai spp,,57,24,2
27.4468096,85.03752195,306046,3037457,Rame kholsa,Hill spp,,87,26,3
27.44783656,85.03953074,306246,3037567,Rame kholsa,Abies spp,,47,30,4
27.44626177,85.04331542,306618,3037387,Rame kholsa,Acacia catechu,,99,15,3
27.44795229,85.04642478,306928,3037569,Rame kholsa,Adina cardifolia,,10,25,1
27.44911617,85.04537792,306826,3037700,Rame kholsa,Albizia spp,,69,20,2
27.44857514,85.04392572,306682,3037642,Rame kholsa,Alnus nepalensis,,89,18,4
27.45229337,85.04298747,306596,3038056,Rame kholsa,Anogeissus latifolia,,87,16,3
27.45406072,85.04218718,306520,3038253,Rame kholsa,Bombax ceiba,,17,19,2
27.4384228,85.0367412,305954,3036528,Rame kholsa,Cedrela toona,,29,25,1
27.45383518,85.04165035,306466,3038229,Rame kholsa,Dalbergia sissoo,,26,16,1
27.45142859,85.04032226,306331,3037964,Rame kholsa,Eugenia Jambolana,,77,28,4
27.44599229,85.03908069,306199,3037364,Rame kholsa,Hymenodictyon excelsum,,11,30,3
27.4482574,85.04550135,306837,3037604,Rame kholsa,Lagerstroemia parviflora,,61,17,3
27.43890853,85.03667055,305948,3036582,Rame kholsa,Michelia champaca,,87,28,4
27.45195669,85.0416423,306462,3038020,Rame kholsa,Pinus roxburghii,,66,26,2
27.45091988,85.04543197,306835,3037900,Rame kholsa,Pinus wallichiana,,93,22,3
27.44630948,85.03913421,306204,3037399,Rame kholsa,Quercus spp,,46,21,3
27.4463052,85.04032836,306322,3037396,Rame kholsa,Schima wallichii,,100,22,2
27.44301256,85.04149234,306432,3037030,Rame kholsa,Shorea robusta,,36,20,3
27.44327226,85.03826806,306113,3037063,Rame kholsa,Terminalia alata,,38,26,4
27.4515392,85.04516521,306810,3037969,Rame kholsa,Trewia nudiflora,,82,28,2
27.44026112,85.03731503,306014,3036731,Rame kholsa,Tsuga spp,,51,30,3
27.4481713,85.0399126,306285,3037604,Rame kholsa,Terai spp,,22,21,2
27.44634979,85.03936956,306228,3037403,Rame kholsa,Hill spp,,14,30,3
27.44511904,85.04655563,306936,3037255,Rame kholsa,Abies spp,,77,22,3
27.44758918,85.03948087,306241,3037540,Rame kholsa,Acacia catechu,,63,21,3
27.4545877,85.04393384,306693,3038308,Rame kholsa,Adina cardifolia,,13,20,2
27.4483955,85.04767148,307052,3037616,Rame kholsa,Albizia spp,,28,17,4
27.44463578,85.04597885,306878,3037202,Rame kholsa,Alnus nepalensis,,96,27,4
27.44418402,85.04232819,306516,3037158,Rame kholsa,Anogeissus latifolia,,31,17,2
27.44616962,85.04700196,306982,3037371,Rame kholsa,Bombax ceiba,,32,22,4
27.44727165,85.04001486,306293,3037504,Rame kholsa,Cedrela toona,,67,30,4
27.4463755,85.03780762,306073,3037408,Rame kholsa,Abies spp,,44,28,3
27.44862419,85.04521394,306809,3037646,Rame kholsa,Acacia catechu,,19,19,1
27.44558923,85.03777981,306069,3037321,Rame kholsa,Adina cardifolia,,99,27,4
27.44645386,85.0429526,306582,3037409,Rame kholsa,Albizia spp,,11,24,2
27.44673252,85.04417016,306703,3037438,Rame kholsa,Alnus nepalensis,,62,29,1
27.45238665,85.04276754,306574,3038066,Rame kholsa,Anogeissus latifolia,,59,29,4
27.45170192,85.04110084,306408,3037993,Rame kholsa,Bombax ceiba,,36,29,3
27.45194391,85.04168992,306467,3038019,Rame kholsa,Cedrela toona,,62,25,2
27.44514638,85.04452245,306735,3037261,Rame kholsa,Dalbergia sissoo,,29,25,1
27.45020037,85.04546092,306837,3037820,Rame kholsa,Eugenia Jambolana,,78,19,3
27.44542337,85.03772385,306063,3037303,Rame kholsa,Hymenodictyon excelsum,,58,29,2
27.4491775,85.04310441,306602,3037710,Rame kholsa,Lagerstroemia parviflora,,35,26,4
27.44932442,85.04007185,306302,3037731,Rame kholsa,Michelia champaca,,54,24,2
27.44572408,85.04151319,306439,3037330,Rame kholsa,Pinus roxburghii,,27,18,3
27.44994455,85.04478039,306769,3037793,Rame kholsa,Pinus wallichiana,,21,30,1
27.44678303,85.04000174,306291,3037450,Rame kholsa,Quercus spp,,86,28,4
